"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"20.11.2020 11:00 - 20.11.2020 11:15","69450","70073"
"20.11.2020 11:15 - 20.11.2020 11:30","69637","69949"
"20.11.2020 11:30 - 20.11.2020 11:45","69822","70178"
"20.11.2020 11:45 - 20.11.2020 12:00","69946","70248"
"20.11.2020 12:00 - 20.11.2020 12:15","69143","69708"
"20.11.2020 12:15 - 20.11.2020 12:30","69143","69533"
"20.11.2020 12:30 - 20.11.2020 12:45","68871","69174"
"20.11.2020 12:45 - 20.11.2020 13:00","68688","68784"
"20.11.2020 13:00 - 20.11.2020 13:15","68284","68854"
"20.11.2020 13:15 - 20.11.2020 13:30","68062","67897"
"20.11.2020 13:30 - 20.11.2020 13:45","67153","67262"
"20.11.2020 13:45 - 20.11.2020 14:00","66752","66649"
"20.11.2020 14:00 - 20.11.2020 14:15","66438","66481"
"20.11.2020 14:15 - 20.11.2020 14:30","66023","66252"
"20.11.2020 14:30 - 20.11.2020 14:45","65845","66370"
"20.11.2020 14:45 - 20.11.2020 15:00","65821","66072"
"20.11.2020 15:00 - 20.11.2020 15:15","65587","65820"
"20.11.2020 15:15 - 20.11.2020 15:30","65085","65325"
"20.11.2020 15:30 - 20.11.2020 15:45","65025","65195"
"20.11.2020 15:45 - 20.11.2020 16:00","64800","64778"
"20.11.2020 16:00 - 20.11.2020 16:15","64940","64750"
"20.11.2020 16:15 - 20.11.2020 16:30","64927","65390"
"20.11.2020 16:30 - 20.11.2020 16:45","65768","66210"
"20.11.2020 16:45 - 20.11.2020 17:00","66367","67206"
"20.11.2020 17:00 - 20.11.2020 17:15","67817","68204"
"20.11.2020 17:15 - 20.11.2020 17:30","68618","68895"
"20.11.2020 17:30 - 20.11.2020 17:45","69309","69448"
"20.11.2020 17:45 - 20.11.2020 18:00","69283","69463"
"20.11.2020 18:00 - 20.11.2020 18:15","69273","68800"
"20.11.2020 18:15 - 20.11.2020 18:30","69114","68200"
"20.11.2020 18:30 - 20.11.2020 18:45","68807","67758"
"20.11.2020 18:45 - 20.11.2020 19:00","67774","67513"
"20.11.2020 19:00 - 20.11.2020 19:15","67854","67135"
"20.11.2020 19:15 - 20.11.2020 19:30","66605","66458"
"20.11.2020 19:30 - 20.11.2020 19:45","66132","66308"
"20.11.2020 19:45 - 20.11.2020 20:00","65646","65163"
"20.11.2020 20:00 - 20.11.2020 20:15","64232","63266"
"20.11.2020 20:15 - 20.11.2020 20:30","62913","62444"
"20.11.2020 20:30 - 20.11.2020 20:45","62348","60937"
"20.11.2020 20:45 - 20.11.2020 21:00","61216","60361"
"20.11.2020 21:00 - 20.11.2020 21:15","59973","59445"
"20.11.2020 21:15 - 20.11.2020 21:30","59041","58767"
"20.11.2020 21:30 - 20.11.2020 21:45","57848","57922"
"20.11.2020 21:45 - 20.11.2020 22:00","57696","57290"
"20.11.2020 22:00 - 20.11.2020 22:15","57379","57221"
"20.11.2020 22:15 - 20.11.2020 22:30","56361","56355"
"20.11.2020 22:30 - 20.11.2020 22:45","56309","55493"
"20.11.2020 22:45 - 20.11.2020 23:00","54998","54549"
"20.11.2020 23:00 - 20.11.2020 23:15","54007","53053"
"20.11.2020 23:15 - 20.11.2020 23:30","53246","52214"
"20.11.2020 23:30 - 20.11.2020 23:45","52708","51180"
"20.11.2020 23:45 - 21.11.2020 00:00","52381","50295"
"21.11.2020 00:00 - 21.11.2020 00:15","51442","49602"
"21.11.2020 00:15 - 21.11.2020 00:30","50227","49264"
"21.11.2020 00:30 - 21.11.2020 00:45","50063","48781"
"21.11.2020 00:45 - 21.11.2020 01:00","49514","48498"
"21.11.2020 01:00 - 21.11.2020 01:15","48888","47925"
"21.11.2020 01:15 - 21.11.2020 01:30","47873","47022"
"21.11.2020 01:30 - 21.11.2020 01:45","47866","46762"
"21.11.2020 01:45 - 21.11.2020 02:00","47689","46799"
"21.11.2020 02:00 - 21.11.2020 02:15","47186","46854"
"21.11.2020 02:15 - 21.11.2020 02:30","47035","46886"
"21.11.2020 02:30 - 21.11.2020 02:45","46838","45840"
"21.11.2020 02:45 - 21.11.2020 03:00","46991","45509"
"21.11.2020 03:00 - 21.11.2020 03:15","46778","45626"
"21.11.2020 03:15 - 21.11.2020 03:30","46987","45879"
"21.11.2020 03:30 - 21.11.2020 03:45","46688","46135"
"21.11.2020 03:45 - 21.11.2020 04:00","46855","45809"
"21.11.2020 04:00 - 21.11.2020 04:15","46777","46034"
"21.11.2020 04:15 - 21.11.2020 04:30","46875","46035"
"21.11.2020 04:30 - 21.11.2020 04:45","46631","46015"
"21.11.2020 04:45 - 21.11.2020 05:00","46854","45761"
"21.11.2020 05:00 - 21.11.2020 05:15","46638","45743"
"21.11.2020 05:15 - 21.11.2020 05:30","46406","46158"
"21.11.2020 05:30 - 21.11.2020 05:45","46446","46289"
"21.11.2020 05:45 - 21.11.2020 06:00","46353","46448"
"21.11.2020 06:00 - 21.11.2020 06:15","46869","46422"
"21.11.2020 06:15 - 21.11.2020 06:30","47108","47434"
"21.11.2020 06:30 - 21.11.2020 06:45","47933","47975"
"21.11.2020 06:45 - 21.11.2020 07:00","48572","48658"
"21.11.2020 07:00 - 21.11.2020 07:15","49728","49728"
"21.11.2020 07:15 - 21.11.2020 07:30","50423","50420"
"21.11.2020 07:30 - 21.11.2020 07:45","51127","50928"
"21.11.2020 07:45 - 21.11.2020 08:00","51904","51748"
"21.11.2020 08:00 - 21.11.2020 08:15","53058","52880"
"21.11.2020 08:15 - 21.11.2020 08:30","53632","53948"
"21.11.2020 08:30 - 21.11.2020 08:45","54540","54968"
"21.11.2020 08:45 - 21.11.2020 09:00","55615","56157"
"21.11.2020 09:00 - 21.11.2020 09:15","55864","56965"
"21.11.2020 09:15 - 21.11.2020 09:30","56434","57710"
"21.11.2020 09:30 - 21.11.2020 09:45","57260","58091"
"21.11.2020 09:45 - 21.11.2020 10:00","57753","58797"
"21.11.2020 10:00 - 21.11.2020 10:15","58347","58430"
"21.11.2020 10:15 - 21.11.2020 10:30","58734","58604"
"21.11.2020 10:30 - 21.11.2020 10:45","58695","59427"
"21.11.2020 10:45 - 21.11.2020 11:00","58667","59786"
"21.11.2020 11:00 - 21.11.2020 11:15","59083","59466"
"21.11.2020 11:15 - 21.11.2020 11:30","59253","60374"
"21.11.2020 11:30 - 21.11.2020 11:45","59681","60458"
"21.11.2020 11:45 - 21.11.2020 12:00","59767","60812"
"21.11.2020 12:00 - 21.11.2020 12:15","59253","60346"
"21.11.2020 12:15 - 21.11.2020 12:30","58639","59984"
"21.11.2020 12:30 - 21.11.2020 12:45","58250","59482"
"21.11.2020 12:45 - 21.11.2020 13:00","58022","58829"
"21.11.2020 13:00 - 21.11.2020 13:15","57540","58828"
"21.11.2020 13:15 - 21.11.2020 13:30","57185","58094"
"21.11.2020 13:30 - 21.11.2020 13:45","56533","57711"
"21.11.2020 13:45 - 21.11.2020 14:00","56312","57195"
"21.11.2020 14:00 - 21.11.2020 14:15","55753","56810"
"21.11.2020 14:15 - 21.11.2020 14:30","55174","56291"
"21.11.2020 14:30 - 21.11.2020 14:45","55293","56300"
"21.11.2020 14:45 - 21.11.2020 15:00","55145","56196"
"21.11.2020 15:00 - 21.11.2020 15:15","55032","56594"
"21.11.2020 15:15 - 21.11.2020 15:30","55030","57016"
"21.11.2020 15:30 - 21.11.2020 15:45","55300","56530"
"21.11.2020 15:45 - 21.11.2020 16:00","55420","56408"
"21.11.2020 16:00 - 21.11.2020 16:15","55576","56980"
"21.11.2020 16:15 - 21.11.2020 16:30","55944","57126"
"21.11.2020 16:30 - 21.11.2020 16:45","56847","57878"
"21.11.2020 16:45 - 21.11.2020 17:00","57702","58883"
"21.11.2020 17:00 - 21.11.2020 17:15","59080","60201"
"21.11.2020 17:15 - 21.11.2020 17:30","60004","60531"
"21.11.2020 17:30 - 21.11.2020 17:45","60791","61844"
"21.11.2020 17:45 - 21.11.2020 18:00","60968","61951"
"21.11.2020 18:00 - 21.11.2020 18:15","61118","61685"
"21.11.2020 18:15 - 21.11.2020 18:30","61652","60909"
"21.11.2020 18:30 - 21.11.2020 18:45","61131","60767"
"21.11.2020 18:45 - 21.11.2020 19:00","60314","60703"
"21.11.2020 19:00 - 21.11.2020 19:15","59973","59544"
"21.11.2020 19:15 - 21.11.2020 19:30","58801","58760"
"21.11.2020 19:30 - 21.11.2020 19:45","58549","57989"
"21.11.2020 19:45 - 21.11.2020 20:00","57819","57563"
"21.11.2020 20:00 - 21.11.2020 20:15","56401","56048"
"21.11.2020 20:15 - 21.11.2020 20:30","54946","55071"
"21.11.2020 20:30 - 21.11.2020 20:45","54468","54422"
"21.11.2020 20:45 - 21.11.2020 21:00","53654","53512"
"21.11.2020 21:00 - 21.11.2020 21:15","52689","52869"
"21.11.2020 21:15 - 21.11.2020 21:30","52073","52533"
"21.11.2020 21:30 - 21.11.2020 21:45","51477","51935"
"21.11.2020 21:45 - 21.11.2020 22:00","51590","51368"
"21.11.2020 22:00 - 21.11.2020 22:15","51714","51724"
"21.11.2020 22:15 - 21.11.2020 22:30","51100","51031"
"21.11.2020 22:30 - 21.11.2020 22:45","50875","50224"
"21.11.2020 22:45 - 21.11.2020 23:00","49675","49922"
"21.11.2020 23:00 - 21.11.2020 23:15","48986","49465"
"21.11.2020 23:15 - 21.11.2020 23:30","48209","48935"
"21.11.2020 23:30 - 21.11.2020 23:45","47609","48392"
"21.11.2020 23:45 - 22.11.2020 00:00","47045","47900"
"22.11.2020 00:00 - 22.11.2020 00:15","45196","46478"
"22.11.2020 00:15 - 22.11.2020 00:30","44320","45582"
"22.11.2020 00:30 - 22.11.2020 00:45","43884","45302"
"22.11.2020 00:45 - 22.11.2020 01:00","43542","44738"
"22.11.2020 01:00 - 22.11.2020 01:15","42728","44010"
"22.11.2020 01:15 - 22.11.2020 01:30","42340","43911"
"22.11.2020 01:30 - 22.11.2020 01:45","42023","43798"
"22.11.2020 01:45 - 22.11.2020 02:00","41887","43349"
"22.11.2020 02:00 - 22.11.2020 02:15","41497","42802"
"22.11.2020 02:15 - 22.11.2020 02:30","41508","42718"
"22.11.2020 02:30 - 22.11.2020 02:45","41317","42488"
"22.11.2020 02:45 - 22.11.2020 03:00","41247","42504"
"22.11.2020 03:00 - 22.11.2020 03:15","41300","42745"
"22.11.2020 03:15 - 22.11.2020 03:30","41593","42514"
"22.11.2020 03:30 - 22.11.2020 03:45","41380","42622"
"22.11.2020 03:45 - 22.11.2020 04:00","41342","42597"
"22.11.2020 04:00 - 22.11.2020 04:15","41439","42627"
"22.11.2020 04:15 - 22.11.2020 04:30","41644","42546"
"22.11.2020 04:30 - 22.11.2020 04:45","41562","42490"
"22.11.2020 04:45 - 22.11.2020 05:00","41806","42740"
"22.11.2020 05:00 - 22.11.2020 05:15","41632","42535"
"22.11.2020 05:15 - 22.11.2020 05:30","41637","42089"
"22.11.2020 05:30 - 22.11.2020 05:45","41731","42365"
"22.11.2020 05:45 - 22.11.2020 06:00","41777","42566"
"22.11.2020 06:00 - 22.11.2020 06:15","41761","42453"
"22.11.2020 06:15 - 22.11.2020 06:30","41817","42716"
"22.11.2020 06:30 - 22.11.2020 06:45","42422","42595"
"22.11.2020 06:45 - 22.11.2020 07:00","42861","43360"
"22.11.2020 07:00 - 22.11.2020 07:15","43224","43840"
"22.11.2020 07:15 - 22.11.2020 07:30","43725","44332"
"22.11.2020 07:30 - 22.11.2020 07:45","44333","44950"
"22.11.2020 07:45 - 22.11.2020 08:00","45241","45206"
"22.11.2020 08:00 - 22.11.2020 08:15","46033","46303"
"22.11.2020 08:15 - 22.11.2020 08:30","46625","47224"
"22.11.2020 08:30 - 22.11.2020 08:45","47492","48288"
"22.11.2020 08:45 - 22.11.2020 09:00","48333","49225"
"22.11.2020 09:00 - 22.11.2020 09:15","49144","50238"
"22.11.2020 09:15 - 22.11.2020 09:30","50222","50977"
"22.11.2020 09:30 - 22.11.2020 09:45","50961","51478"
"22.11.2020 09:45 - 22.11.2020 10:00","51497","52343"
"22.11.2020 10:00 - 22.11.2020 10:15","51917","53240"
"22.11.2020 10:15 - 22.11.2020 10:30","52585","53399"
"22.11.2020 10:30 - 22.11.2020 10:45","53123","54108"
"22.11.2020 10:45 - 22.11.2020 11:00","53420","55275"
"22.11.2020 11:00 - 22.11.2020 11:15","54457","56089"
"22.11.2020 11:15 - 22.11.2020 11:30","54956","57076"
"22.11.2020 11:30 - 22.11.2020 11:45","54952","57798"
"22.11.2020 11:45 - 22.11.2020 12:00","55332","57592"
"22.11.2020 12:00 - 22.11.2020 12:15","54621","57467"
"22.11.2020 12:15 - 22.11.2020 12:30","54426","57458"
"22.11.2020 12:30 - 22.11.2020 12:45","53578","57129"
"22.11.2020 12:45 - 22.11.2020 13:00","53243","56410"
"22.11.2020 13:00 - 22.11.2020 13:15","52863","55609"
"22.11.2020 13:15 - 22.11.2020 13:30","52598","54633"
"22.11.2020 13:30 - 22.11.2020 13:45","51957","54573"
"22.11.2020 13:45 - 22.11.2020 14:00","51471","54093"
"22.11.2020 14:00 - 22.11.2020 14:15","51036","53772"
"22.11.2020 14:15 - 22.11.2020 14:30","50565","53403"
"22.11.2020 14:30 - 22.11.2020 14:45","50527","53004"
"22.11.2020 14:45 - 22.11.2020 15:00","50412","52614"
"22.11.2020 15:00 - 22.11.2020 15:15","50330","52149"
"22.11.2020 15:15 - 22.11.2020 15:30","49955","51860"
"22.11.2020 15:30 - 22.11.2020 15:45","50260","51811"
"22.11.2020 15:45 - 22.11.2020 16:00","50365","51444"
"22.11.2020 16:00 - 22.11.2020 16:15","50811","52632"
"22.11.2020 16:15 - 22.11.2020 16:30","51305","53288"
"22.11.2020 16:30 - 22.11.2020 16:45","52645","54386"
"22.11.2020 16:45 - 22.11.2020 17:00","53491","55552"
"22.11.2020 17:00 - 22.11.2020 17:15","55230","57044"
"22.11.2020 17:15 - 22.11.2020 17:30","56259","57589"
"22.11.2020 17:30 - 22.11.2020 17:45","57168","58103"
"22.11.2020 17:45 - 22.11.2020 18:00","57604","58003"
"22.11.2020 18:00 - 22.11.2020 18:15","58271","58160"
"22.11.2020 18:15 - 22.11.2020 18:30","58490","58224"
"22.11.2020 18:30 - 22.11.2020 18:45","58172","57683"
"22.11.2020 18:45 - 22.11.2020 19:00","57706","57203"
"22.11.2020 19:00 - 22.11.2020 19:15","57386","56555"
"22.11.2020 19:15 - 22.11.2020 19:30","56688","56213"
"22.11.2020 19:30 - 22.11.2020 19:45","56562","55326"
"22.11.2020 19:45 - 22.11.2020 20:00","56162","54809"
"22.11.2020 20:00 - 22.11.2020 20:15","55259","54046"
"22.11.2020 20:15 - 22.11.2020 20:30","54291","53458"
"22.11.2020 20:30 - 22.11.2020 20:45","53672","52696"
"22.11.2020 20:45 - 22.11.2020 21:00","53155","52232"
"22.11.2020 21:00 - 22.11.2020 21:15","52461","51991"
"22.11.2020 21:15 - 22.11.2020 21:30","52036","51334"
"22.11.2020 21:30 - 22.11.2020 21:45","51857","50834"
"22.11.2020 21:45 - 22.11.2020 22:00","52163","50556"
"22.11.2020 22:00 - 22.11.2020 22:15","52567","51409"
"22.11.2020 22:15 - 22.11.2020 22:30","51897","51125"
"22.11.2020 22:30 - 22.11.2020 22:45","51523","50108"
"22.11.2020 22:45 - 22.11.2020 23:00","50530","49833"
"22.11.2020 23:00 - 22.11.2020 23:15","49342","49536"
"22.11.2020 23:15 - 22.11.2020 23:30","48428","48700"
"22.11.2020 23:30 - 22.11.2020 23:45","47684","47923"
"22.11.2020 23:45 - 23.11.2020 00:00","47447","47168"
"23.11.2020 00:00 - 23.11.2020 00:15","46504","45647"
"23.11.2020 00:15 - 23.11.2020 00:30","45611","44872"
"23.11.2020 00:30 - 23.11.2020 00:45","45330","44225"
"23.11.2020 00:45 - 23.11.2020 01:00","45060","44046"
"23.11.2020 01:00 - 23.11.2020 01:15","44422","43642"
"23.11.2020 01:15 - 23.11.2020 01:30","43855","43370"
"23.11.2020 01:30 - 23.11.2020 01:45","43799","42978"
"23.11.2020 01:45 - 23.11.2020 02:00","43639","43098"
"23.11.2020 02:00 - 23.11.2020 02:15","43467","42885"
"23.11.2020 02:15 - 23.11.2020 02:30","43278","42844"
"23.11.2020 02:30 - 23.11.2020 02:45","43304","43075"
"23.11.2020 02:45 - 23.11.2020 03:00","43381","43085"
"23.11.2020 03:00 - 23.11.2020 03:15","43420","43425"
"23.11.2020 03:15 - 23.11.2020 03:30","43986","43473"
"23.11.2020 03:30 - 23.11.2020 03:45","43978","43881"
"23.11.2020 03:45 - 23.11.2020 04:00","44162","44022"
"23.11.2020 04:00 - 23.11.2020 04:15","44726","44618"
"23.11.2020 04:15 - 23.11.2020 04:30","45352","45183"
"23.11.2020 04:30 - 23.11.2020 04:45","45772","45470"
"23.11.2020 04:45 - 23.11.2020 05:00","46467","45970"
"23.11.2020 05:00 - 23.11.2020 05:15","47635","47835"
"23.11.2020 05:15 - 23.11.2020 05:30","48432","48529"
"23.11.2020 05:30 - 23.11.2020 05:45","49673","49878"
"23.11.2020 05:45 - 23.11.2020 06:00","51490","51504"
"23.11.2020 06:00 - 23.11.2020 06:15","54742","55432"
"23.11.2020 06:15 - 23.11.2020 06:30","57119","57726"
"23.11.2020 06:30 - 23.11.2020 06:45","59392","60008"
"23.11.2020 06:45 - 23.11.2020 07:00","60741","61873"
"23.11.2020 07:00 - 23.11.2020 07:15","63461","63898"
"23.11.2020 07:15 - 23.11.2020 07:30","64672","65255"
"23.11.2020 07:30 - 23.11.2020 07:45","65376","66273"
"23.11.2020 07:45 - 23.11.2020 08:00","65978","67231"
"23.11.2020 08:00 - 23.11.2020 08:15","66669","68300"
"23.11.2020 08:15 - 23.11.2020 08:30","66792","68904"
"23.11.2020 08:30 - 23.11.2020 08:45","67055","69677"
"23.11.2020 08:45 - 23.11.2020 09:00","67617","70333"
"23.11.2020 09:00 - 23.11.2020 09:15","66878","69797"
"23.11.2020 09:15 - 23.11.2020 09:30","67716","69964"
"23.11.2020 09:30 - 23.11.2020 09:45","68088","69858"
"23.11.2020 09:45 - 23.11.2020 10:00","68384","69946"
"23.11.2020 10:00 - 23.11.2020 10:15","68285","69425"
"23.11.2020 10:15 - 23.11.2020 10:30","68884","69563"
"23.11.2020 10:30 - 23.11.2020 10:45","68861","69441"
"23.11.2020 10:45 - 23.11.2020 11:00","68759","69522"
"23.11.2020 11:00 - 23.11.2020 11:15","69258","70010"
"23.11.2020 11:15 - 23.11.2020 11:30","69518","70611"
"23.11.2020 11:30 - 23.11.2020 11:45","69680","71352"
"23.11.2020 11:45 - 23.11.2020 12:00","70199","71168"
"23.11.2020 12:00 - 23.11.2020 12:15","69106","70875"
"23.11.2020 12:15 - 23.11.2020 12:30","69123","70360"
"23.11.2020 12:30 - 23.11.2020 12:45","69077","70573"
"23.11.2020 12:45 - 23.11.2020 13:00","69008","70673"
"23.11.2020 13:00 - 23.11.2020 13:15","68604","70861"
"23.11.2020 13:15 - 23.11.2020 13:30","68661","70158"
"23.11.2020 13:30 - 23.11.2020 13:45","67653","69678"
"23.11.2020 13:45 - 23.11.2020 14:00","67555","68811"
"23.11.2020 14:00 - 23.11.2020 14:15","67289","68682"
"23.11.2020 14:15 - 23.11.2020 14:30","67032","68573"
"23.11.2020 14:30 - 23.11.2020 14:45","66690","68581"
"23.11.2020 14:45 - 23.11.2020 15:00","67003","67912"
"23.11.2020 15:00 - 23.11.2020 15:15","66799","67756"
"23.11.2020 15:15 - 23.11.2020 15:30","66586","67946"
"23.11.2020 15:30 - 23.11.2020 15:45","66383","67476"
"23.11.2020 15:45 - 23.11.2020 16:00","66130","66624"
"23.11.2020 16:00 - 23.11.2020 16:15","66125","66273"
"23.11.2020 16:15 - 23.11.2020 16:30","66171","66322"
"23.11.2020 16:30 - 23.11.2020 16:45","67092","67041"
"23.11.2020 16:45 - 23.11.2020 17:00","67644","67951"
"23.11.2020 17:00 - 23.11.2020 17:15","68722","68862"
"23.11.2020 17:15 - 23.11.2020 17:30","69425","68873"
"23.11.2020 17:30 - 23.11.2020 17:45","70067","69421"
"23.11.2020 17:45 - 23.11.2020 18:00","70171","69609"
"23.11.2020 18:00 - 23.11.2020 18:15","70082","69259"
"23.11.2020 18:15 - 23.11.2020 18:30","70150","68554"
"23.11.2020 18:30 - 23.11.2020 18:45","69813","68720"
"23.11.2020 18:45 - 23.11.2020 19:00","69217","68463"
"23.11.2020 19:00 - 23.11.2020 19:15","68979","68392"
"23.11.2020 19:15 - 23.11.2020 19:30","67993","68021"
"23.11.2020 19:30 - 23.11.2020 19:45","67737","67607"
"23.11.2020 19:45 - 23.11.2020 20:00","67304","66997"
"23.11.2020 20:00 - 23.11.2020 20:15","65899","66179"
"23.11.2020 20:15 - 23.11.2020 20:30","64346","65215"
"23.11.2020 20:30 - 23.11.2020 20:45","63588","63757"
"23.11.2020 20:45 - 23.11.2020 21:00","62551","63111"
"23.11.2020 21:00 - 23.11.2020 21:15","61513","62224"
"23.11.2020 21:15 - 23.11.2020 21:30","60763","61284"
"23.11.2020 21:30 - 23.11.2020 21:45","59875","60553"
"23.11.2020 21:45 - 23.11.2020 22:00","59396","59920"
"23.11.2020 22:00 - 23.11.2020 22:15","59191","59784"
"23.11.2020 22:15 - 23.11.2020 22:30","58452","59062"
"23.11.2020 22:30 - 23.11.2020 22:45","57812","57913"
"23.11.2020 22:45 - 23.11.2020 23:00","56372","56865"
"23.11.2020 23:00 - 23.11.2020 23:15","55268","55558"
"23.11.2020 23:15 - 23.11.2020 23:30","54145","54171"
"23.11.2020 23:30 - 23.11.2020 23:45","53352","52940"
"23.11.2020 23:45 - 24.11.2020 00:00","52851","52302"
"24.11.2020 00:00 - 24.11.2020 00:15","50891","51443"
"24.11.2020 00:15 - 24.11.2020 00:30","50011","50711"
"24.11.2020 00:30 - 24.11.2020 00:45","49505","50555"
"24.11.2020 00:45 - 24.11.2020 01:00","49153","50126"
"24.11.2020 01:00 - 24.11.2020 01:15","48301","49357"
"24.11.2020 01:15 - 24.11.2020 01:30","47911","49046"
"24.11.2020 01:30 - 24.11.2020 01:45","47691","48680"
"24.11.2020 01:45 - 24.11.2020 02:00","47712","48270"
"24.11.2020 02:00 - 24.11.2020 02:15","47507","48132"
"24.11.2020 02:15 - 24.11.2020 02:30","47066","48477"
"24.11.2020 02:30 - 24.11.2020 02:45","47158","48349"
"24.11.2020 02:45 - 24.11.2020 03:00","47421","48833"
"24.11.2020 03:00 - 24.11.2020 03:15","47494","49427"
"24.11.2020 03:15 - 24.11.2020 03:30","47848","49726"
"24.11.2020 03:30 - 24.11.2020 03:45","47637","49735"
"24.11.2020 03:45 - 24.11.2020 04:00","47990","49931"
"24.11.2020 04:00 - 24.11.2020 04:15","48447","50412"
"24.11.2020 04:15 - 24.11.2020 04:30","48809","50969"
"24.11.2020 04:30 - 24.11.2020 04:45","49167","51109"
"24.11.2020 04:45 - 24.11.2020 05:00","49652","51460"
"24.11.2020 05:00 - 24.11.2020 05:15","50566","52582"
"24.11.2020 05:15 - 24.11.2020 05:30","50923","52983"
"24.11.2020 05:30 - 24.11.2020 05:45","52132","54370"
"24.11.2020 05:45 - 24.11.2020 06:00","53722","55850"
"24.11.2020 06:00 - 24.11.2020 06:15","57048","58983"
"24.11.2020 06:15 - 24.11.2020 06:30","59064","61344"
"24.11.2020 06:30 - 24.11.2020 06:45","61161","62953"
"24.11.2020 06:45 - 24.11.2020 07:00","62272","64600"
"24.11.2020 07:00 - 24.11.2020 07:15","64308","66915"
"24.11.2020 07:15 - 24.11.2020 07:30","65575","68230"
"24.11.2020 07:30 - 24.11.2020 07:45","66535","68916"
"24.11.2020 07:45 - 24.11.2020 08:00","67423","69073"
"24.11.2020 08:00 - 24.11.2020 08:15","67425","69193"
"24.11.2020 08:15 - 24.11.2020 08:30","67490","69872"
"24.11.2020 08:30 - 24.11.2020 08:45","68018","70178"
"24.11.2020 08:45 - 24.11.2020 09:00","68157","70813"
"24.11.2020 09:00 - 24.11.2020 09:15","67535","70346"
"24.11.2020 09:15 - 24.11.2020 09:30","68442","70756"
"24.11.2020 09:30 - 24.11.2020 09:45","68604","71088"
"24.11.2020 09:45 - 24.11.2020 10:00","68828","71272"
"24.11.2020 10:00 - 24.11.2020 10:15","68597","71023"
"24.11.2020 10:15 - 24.11.2020 10:30","69113","71392"
"24.11.2020 10:30 - 24.11.2020 10:45","69423","71507"
"24.11.2020 10:45 - 24.11.2020 11:00","69167","71894"
"24.11.2020 11:00 - 24.11.2020 11:15","69872","71568"
"24.11.2020 11:15 - 24.11.2020 11:30","70504","72108"
"24.11.2020 11:30 - 24.11.2020 11:45","70550","72280"
"24.11.2020 11:45 - 24.11.2020 12:00","71255","72268"
"24.11.2020 12:00 - 24.11.2020 12:15","69701","72081"
"24.11.2020 12:15 - 24.11.2020 12:30","69605","71676"
"24.11.2020 12:30 - 24.11.2020 12:45","69588","71879"
"24.11.2020 12:45 - 24.11.2020 13:00","69803","71685"
"24.11.2020 13:00 - 24.11.2020 13:15","69585","71574"
"24.11.2020 13:15 - 24.11.2020 13:30","69705","71210"
"24.11.2020 13:30 - 24.11.2020 13:45","68243","70659"
"24.11.2020 13:45 - 24.11.2020 14:00","68494","70006"
"24.11.2020 14:00 - 24.11.2020 14:15","68272","69638"
"24.11.2020 14:15 - 24.11.2020 14:30","68072","69340"
"24.11.2020 14:30 - 24.11.2020 14:45","67759","69363"
